Shipment_ID,Origin_Hub,Destination_Hub,Carrier_ID,Departure_Timestamp,Arrival_Timestamp,Delivery_Status
SHP008610,HUB002,HUB017,CAR001,2023-01-22T19:00:00,2023-01-26T03:00:00,In Transit
SHP008611,HUB016,HUB007,CAR006,2023-02-28T00:00:00,2023-03-04T02:00:00,Delivered
SHP008612,HUB003,HUB018,CAR007,2023-12-21T16:00:00,2023-12-23T22:00:00,Delivered
SHP008613,HUB009,HUB014,CAR010,2023-05-05T12:00:00,2023-05-08T12:00:00,In Transit
SHP008614,HUB018,HUB020,CAR001,,2023-01-24T09:00:00,Delivered
SHP008615,HUB004,HUB018,CAR010,2023-11-17T11:00:00,2023-11-19T02:00:00,Delivered
SHP008616,HUB009,HUB018,CAR007,2023-01-17T14:00:00,2023-01-22T05:00:00,Delayed
SHP008617,HUB012,HUB001,CAR008,2023-11-23T23:00:00,2023-11-26T21:00:00,In Transit
SHP008618,HUB010,HUB017,CAR008,2023-12-24T18:00:00,2023-12-26T00:00:00,Delayed
SHP008619,HUB018,HUB019,CAR006,2023-10-23T14:00:00,2023-10-28T04:00:00,Delivered
SHP008620,HUB003,HUB009,CAR010,2023-04-06T02:00:00,2023-04-07T17:00:00,In Transit
SHP008621,HUB013,HUB014,CAR010,2023-07-19T03:00:00,2023-07-21T12:00:00,In Transit
SHP008622,HUB007,HUB018,CAR010,2023-03-12T12:00:00,2023-03-16T16:00:00,Delivered
SHP008623,HUB005,HUB020,CAR006,2023-05-23T20:00:00,2023-05-25T03:00:00,Delivered
SHP008624,HUB001,HUB011,CAR003,2023-02-25T09:00:00,2023-03-02T05:00:00,In Transit
SHP008625,HUB014,HUB012,CAR002,2023-10-13T18:00:00,2023-10-17T21:00:00,Delayed
SHP008626,HUB009,HUB002,CAR003,2023-10-24T17:00:00,2023-10-26T04:00:00,Delivered
SHP008627,HUB007,HUB008,CAR003,2023-07-14T05:00:00,2023-07-15T20:00:00,Delivered
SHP008628,HUB020,HUB009,CAR008,2023-03-08T18:00:00,2023-03-10T09:00:00,Delayed
SHP008629,HUB019,HUB017,CAR004,2023-07-28T22:00:00,2023-07-30T16:00:00,Delivered
SHP008630,HUB015,HUB005,CAR007,2023-01-09T15:00:00,2023-01-12T22:00:00,Delivered
SHP008631,HUB003,HUB012,CAR007,2023-10-05T21:00:00,2023-10-07T14:00:00,Delayed
SHP008632,HUB016,HUB020,CAR010,2023-11-22T18:00:00,2023-11-25T07:00:00,Delivered
SHP008633,HUB004,HUB018,CAR010,2023-09-24T18:00:00,2023-09-26T16:00:00,Delivered
SHP008634,HUB019,HUB008,CAR007,2023-08-19T08:00:00,2023-08-20T15:00:00,Delivered
SHP008635,HUB001,HUB007,CAR003,2023-10-26T10:00:00,2023-10-31T10:00:00,Delayed
SHP008636,HUB007,HUB013,CAR006,2023-04-19T08:00:00,2023-04-20T23:00:00,Delivered
SHP008637,HUB016,HUB013,CAR008,2023-11-01T19:00:00,2023-11-04T02:00:00,Delayed
SHP008638,HUB020,HUB012,CAR003,2023-01-23T18:00:00,2023-01-27T13:00:00,Delivered
SHP008639,HUB015,HUB016,CAR005,2023-02-23T11:00:00,2023-02-26T01:00:00,Delayed
SHP008640,HUB010,HUB011,CAR002,2023-11-10T01:00:00,2023-11-11T12:00:00,Delivered
SHP008641,HUB007,HUB020,CAR005,2023-03-16T01:00:00,2023-03-19T09:00:00,Delivered
SHP008642,HUB006,HUB002,CAR006,2023-07-17T10:00:00,2023-07-19T03:00:00,Delivered
SHP008643,HUB018,HUB001,CAR008,2023-07-10T01:00:00,2023-07-14T12:00:00,Delivered
SHP008644,HUB007,HUB018,CAR009,2023-12-29T16:00:00,2023-12-30T17:00:00,Delivered
SHP008645,HUB007,HUB018,CAR003,2023-09-17T15:00:00,2023-09-21T08:00:00,Delivered
SHP008646,HUB015,HUB005,CAR004,2023-06-23T05:00:00,2023-06-27T04:00:00,Delayed
SHP008647,HUB014,HUB006,CAR009,2023-09-13T03:00:00,2023-09-17T21:00:00,Delivered
SHP008648,HUB016,HUB015,CAR001,2023-05-18T07:00:00,2023-05-19T15:00:00,Delivered
SHP008649,HUB014,HUB007,CAR009,2023-09-20T16:00:00,2023-09-25T16:00:00,Delivered
SHP008650,HUB004,HUB002,CAR006,2023-08-26T10:00:00,2023-08-28T19:00:00,Delivered
SHP008651,HUB018,HUB001,CAR010,2023-10-14T02:00:00,,Delivered
SHP008652,HUB019,HUB018,CAR010,2023-02-25T22:00:00,2023-02-27T13:00:00,Delivered
SHP008653,HUB008,HUB019,CAR005,2023-01-17T03:00:00,2023-01-18T14:00:00,Delivered
SHP008654,HUB007,HUB008,CAR006,2023-11-10T13:00:00,2023-11-14T15:00:00,Delivered
SHP008655,HUB007,HUB001,CAR010,2023-08-08T04:00:00,2023-08-13T01:00:00,Delivered
SHP008656,HUB014,HUB019,CAR004,2023-01-31T03:00:00,2023-02-03T11:00:00,Delivered
SHP008657,HUB020,HUB005,CAR008,2023-12-14T09:00:00,2023-12-17T08:00:00,Delivered
SHP008658,HUB014,HUB019,CAR003,2023-07-22T22:00:00,2023-07-24T05:00:00,Delayed
SHP008659,HUB010,HUB004,CAR008,2023-11-12T20:00:00,2023-11-15T19:00:00,Delivered
SHP008660,HUB008,HUB012,CAR001,2023-01-14T06:00:00,2023-01-17T14:00:00,Delivered
SHP008661,HUB011,HUB012,CAR001,2023-04-17T17:00:00,2023-04-20T04:00:00,Delivered
SHP008662,HUB017,HUB016,CAR004,2023-02-08T14:00:00,2023-02-10T21:00:00,Delivered
SHP008663,HUB003,HUB002,CAR002,2023-12-31T00:00:00,2024-01-04T07:00:00,Delivered
SHP008664,HUB004,HUB009,CAR001,2023-02-25T05:00:00,2023-02-26T06:00:00,Delayed
SHP008665,HUB007,HUB011,CAR009,2023-02-28T02:00:00,2023-03-01T04:00:00,Delayed
SHP008666,HUB011,HUB016,CAR008,2023-03-30T13:00:00,2023-03-31T23:00:00,Delayed
SHP008667,HUB013,HUB004,CAR003,2023-09-12T06:00:00,2023-09-15T02:00:00,Delivered
SHP008668,HUB010,HUB018,CAR003,2023-03-15T16:00:00,2023-03-16T16:00:00,Delayed
SHP008669,HUB006,HUB008,CAR007,2023-03-29T07:00:00,2023-04-02T08:00:00,Delivered
SHP008670,HUB011,HUB001,CAR003,2023-06-08T17:00:00,2023-06-13T05:00:00,Delayed
SHP008671,HUB011,HUB006,CAR006,2023-07-20T16:00:00,2023-07-24T01:00:00,In Transit
SHP008672,HUB013,HUB007,CAR006,2023-09-03T04:00:00,2023-09-07T06:00:00,Delivered
SHP008673,HUB012,HUB010,CAR002,2023-05-03T14:00:00,2023-05-08T12:00:00,Delayed
SHP008674,HUB015,HUB003,CAR007,2023-05-26T07:00:00,2023-05-27T21:00:00,Delivered
SHP008675,HUB002,HUB003,CAR007,2023-09-25T08:00:00,2023-09-26T17:00:00,Delayed
SHP008676,HUB006,HUB002,CAR002,2023-03-28T04:00:00,2023-03-29T17:00:00,Delayed
SHP008677,HUB016,HUB005,CAR004,2023-09-26T14:00:00,2023-09-29T05:00:00,Delivered
SHP008678,HUB008,HUB015,CAR010,2023-09-17T00:00:00,2023-09-21T17:00:00,Delivered
SHP008679,HUB012,HUB016,CAR009,2023-02-16T06:00:00,2023-02-19T18:00:00,Delivered
SHP008680,HUB003,HUB012,CAR008,2023-01-12T18:00:00,2023-01-16T23:00:00,Delivered
SHP008681,HUB001,HUB012,CAR010,2023-10-02T18:00:00,2023-10-06T18:00:00,Delivered
SHP008682,HUB010,HUB017,CAR007,2023-12-09T22:00:00,2023-12-11T11:00:00,Delayed
SHP008683,HUB001,HUB013,CAR001,2023-02-10T07:00:00,2023-02-13T12:00:00,In Transit
SHP008684,HUB012,HUB016,CAR006,2023-05-12T22:00:00,2023-05-17T15:00:00,Delivered
SHP008685,HUB015,HUB005,CAR010,2023-06-11T11:00:00,2023-06-12T11:00:00,Delivered
SHP008686,HUB001,HUB018,CAR008,2023-11-26T02:00:00,2023-11-28T19:00:00,Delivered
SHP008687,HUB020,HUB007,CAR005,2023-07-29T12:00:00,2023-07-31T09:00:00,Delivered
SHP008688,HUB008,HUB013,CAR005,2023-07-09T22:00:00,2023-07-14T03:00:00,Delivered
SHP008689,HUB012,HUB011,CAR001,2023-01-25T04:00:00,2023-01-27T11:00:00,Delivered
SHP008690,HUB006,HUB014,CAR008,2023-10-03T05:00:00,2023-10-07T02:00:00,Delivered
SHP008691,HUB011,HUB001,CAR005,2023-01-22T13:00:00,2023-01-24T05:00:00,Delivered
SHP008692,HUB010,HUB004,CAR001,2023-03-19T07:00:00,2023-03-24T02:00:00,In Transit
SHP008693,HUB002,HUB005,CAR002,2023-05-06T04:00:00,2023-05-09T05:00:00,In Transit
SHP008694,HUB010,HUB020,CAR007,2023-08-07T13:00:00,2023-08-11T08:00:00,Delivered
SHP008695,HUB004,HUB013,CAR004,2023-10-20T02:00:00,2023-10-22T01:00:00,Delivered
SHP008696,HUB013,HUB002,CAR006,2023-08-03T18:00:00,2023-08-05T01:00:00,Delivered
SHP008697,HUB009,HUB010,CAR007,2023-11-12T08:00:00,2023-11-14T22:00:00,Delivered
SHP008698,HUB001,HUB003,CAR006,2023-04-17T20:00:00,2023-04-19T00:00:00,Delivered
SHP008699,HUB011,HUB004,CAR009,2023-08-25T03:00:00,2023-08-26T07:00:00,Delivered
SHP008700,HUB009,HUB014,CAR004,2023-09-30T18:00:00,2023-10-04T17:00:00,Delivered
SHP008701,HUB010,HUB009,CAR010,2023-09-06T18:00:00,2023-09-07T23:00:00,Delivered
SHP008702,HUB008,HUB012,CAR009,2023-02-01T10:00:00,2023-02-03T20:00:00,Delivered
SHP008703,HUB015,HUB012,CAR001,2023-01-01T13:00:00,2023-01-06T01:00:00,Delivered
SHP008704,HUB011,HUB007,CAR010,2023-12-02T00:00:00,2023-12-06T15:00:00,In Transit
SHP008705,HUB016,HUB010,CAR009,2023-11-18T03:00:00,2023-11-21T12:00:00,Delivered
SHP008706,HUB008,HUB002,CAR004,2023-10-31T07:00:00,2023-11-03T20:00:00,Delivered
SHP008707,HUB007,HUB001,CAR002,2023-03-11T02:00:00,2023-03-14T12:00:00,Delivered
SHP008708,HUB015,HUB003,CAR009,2023-02-03T06:00:00,2023-02-05T14:00:00,Delivered
SHP008709,HUB013,HUB020,CAR002,2023-12-30T17:00:00,2024-01-02T11:00:00,Delivered
SHP008710,HUB015,HUB013,CAR010,2023-07-13T15:00:00,2023-07-14T15:00:00,Delivered
SHP008711,HUB016,HUB004,CAR008,2023-09-04T07:00:00,2023-09-06T03:00:00,Delivered
SHP008712,HUB016,HUB019,CAR002,2023-01-31T11:00:00,2023-02-05T09:00:00,Delivered
SHP008713,HUB018,HUB014,CAR004,2023-02-07T16:00:00,2023-02-10T13:00:00,Delivered
SHP008714,HUB016,HUB019,CAR008,2023-11-09T21:00:00,2023-11-10T21:00:00,Delivered
SHP008715,HUB003,HUB015,CAR007,2023-11-02T02:00:00,2023-11-03T13:00:00,In Transit
SHP008716,HUB011,HUB005,CAR005,2023-03-13T13:00:00,2023-03-17T18:00:00,Delayed
SHP008717,HUB019,HUB015,CAR007,2023-09-22T13:00:00,2023-09-26T19:00:00,Delayed
SHP008718,HUB006,HUB018,CAR002,2023-07-24T00:00:00,2023-07-26T09:00:00,Delivered
SHP008719,HUB014,HUB009,,2023-05-29T18:00:00,2023-06-02T07:00:00,Delivered
SHP008720,HUB003,HUB005,CAR002,2023-07-09T11:00:00,2023-07-13T01:00:00,Delayed
SHP008721,HUB001,HUB017,CAR009,2023-06-06T19:00:00,2023-06-07T21:00:00,Delivered
SHP008722,HUB020,HUB010,CAR004,2023-03-19T00:00:00,2023-03-20T15:00:00,In Transit
SHP008723,HUB005,HUB008,CAR010,2023-11-24T07:00:00,2023-11-28T18:00:00,Delivered
SHP008724,HUB007,HUB019,CAR005,2023-05-09T15:00:00,2023-05-11T11:00:00,Delivered
SHP008725,HUB013,HUB011,CAR008,2023-04-29T11:00:00,2023-04-30T21:00:00,Delivered
SHP008726,HUB013,HUB015,CAR001,2023-08-18T22:00:00,2023-08-22T05:00:00,Delivered
SHP008727,HUB013,HUB019,CAR004,2023-05-15T16:00:00,2023-05-18T09:00:00,Delivered
SHP008728,HUB016,HUB018,CAR001,2023-01-13T10:00:00,2023-01-17T03:00:00,Delivered
SHP008729,HUB013,HUB002,CAR007,2023-04-29T23:00:00,2023-05-01T06:00:00,Delivered
SHP008730,HUB003,HUB002,CAR010,2023-06-22T19:00:00,2023-06-24T17:00:00,Delivered
SHP008731,HUB008,HUB006,CAR009,2023-06-20T19:00:00,2023-06-25T15:00:00,Delayed
SHP008732,HUB004,HUB003,CAR007,2023-12-23T02:00:00,2023-12-27T19:00:00,Delivered
SHP008733,HUB004,HUB008,CAR009,2023-03-18T05:00:00,2023-03-20T02:00:00,Delivered
SHP008734,HUB017,HUB019,CAR004,2023-05-21T23:00:00,2023-05-26T05:00:00,In Transit
SHP008735,HUB002,HUB011,CAR009,2023-10-06T04:00:00,2023-10-08T20:00:00,Delivered
SHP008736,HUB007,HUB018,CAR009,2023-07-11T02:00:00,2023-07-13T23:00:00,Delivered
SHP008737,HUB017,HUB015,,2023-09-28T16:00:00,2023-09-30T09:00:00,Delivered
SHP008738,HUB016,HUB013,CAR007,2023-02-20T11:00:00,,Delivered
SHP008739,HUB014,HUB004,CAR009,2023-08-14T01:00:00,2023-08-15T04:00:00,Cancelled
SHP008740,HUB006,HUB001,CAR002,2023-08-04T06:00:00,2023-08-07T04:00:00,Delivered
SHP008741,HUB015,HUB006,CAR006,2023-10-31T17:00:00,2023-11-03T14:00:00,Delivered
SHP008742,HUB005,HUB018,CAR010,2023-09-29T10:00:00,2023-10-01T12:00:00,Delayed
SHP008743,HUB002,HUB005,CAR010,2023-05-09T05:00:00,2023-05-12T07:00:00,Delayed
SHP008744,HUB005,HUB012,CAR002,2023-07-01T07:00:00,2023-07-02T18:00:00,Delivered
SHP008745,HUB001,HUB011,CAR006,2023-04-24T02:00:00,2023-04-25T06:00:00,Delayed
SHP008746,HUB012,HUB010,CAR008,2023-08-12T19:00:00,2023-08-14T06:00:00,Delivered
SHP008747,HUB017,HUB009,CAR007,2023-10-25T22:00:00,2023-10-27T11:00:00,Delivered
SHP008748,HUB015,HUB004,CAR010,2023-11-04T04:00:00,2023-11-07T18:00:00,Delivered
SHP008749,HUB016,HUB019,CAR004,2023-05-03T07:00:00,2023-05-05T10:00:00,Delivered
SHP008750,HUB015,HUB013,CAR002,2023-05-04T11:00:00,2023-05-07T06:00:00,Delivered
SHP008751,HUB005,HUB016,CAR010,2023-08-11T03:00:00,2023-08-15T15:00:00,Delivered
SHP008752,HUB006,HUB019,CAR001,2023-10-10T11:00:00,2023-10-15T07:00:00,Delayed
SHP008753,HUB019,HUB009,CAR009,2023-10-08T22:00:00,2023-10-13T02:00:00,Delivered
SHP008754,HUB017,HUB020,CAR007,2023-10-09T07:00:00,2023-10-12T05:00:00,Delivered
SHP008755,HUB009,HUB001,CAR007,2023-01-13T20:00:00,2023-01-16T15:00:00,Delivered
SHP008756,HUB001,HUB003,CAR009,2023-10-09T19:00:00,2023-10-12T14:00:00,In Transit
SHP008757,HUB006,HUB017,CAR006,2023-01-02T13:00:00,2023-01-07T06:00:00,Delivered
SHP008758,HUB006,HUB007,CAR006,2023-01-07T11:00:00,2023-01-09T18:00:00,Delivered
SHP008759,HUB011,HUB019,CAR005,2023-09-23T22:00:00,2023-09-26T07:00:00,Delivered
SHP008760,HUB010,HUB009,CAR007,2023-12-31T05:00:00,2024-01-01T10:00:00,Delivered
SHP008761,HUB016,HUB020,CAR008,2023-04-06T14:00:00,2023-04-08T14:00:00,Delayed
SHP008762,HUB006,HUB003,CAR002,2023-11-26T16:00:00,2023-11-27T20:00:00,Delivered
SHP008763,HUB006,HUB020,CAR004,2023-10-05T01:00:00,2023-10-08T11:00:00,Delivered
SHP008764,HUB015,HUB006,CAR010,2023-01-24T07:00:00,2023-01-26T00:00:00,Cancelled
SHP008765,HUB011,HUB013,CAR007,2023-11-24T14:00:00,2023-11-26T20:00:00,Delayed
SHP008766,HUB005,HUB016,CAR008,2023-12-04T23:00:00,2023-12-08T22:00:00,Delayed
SHP008767,HUB020,HUB016,CAR004,2023-03-19T09:00:00,2023-03-22T14:00:00,Delivered
SHP008768,HUB012,HUB001,CAR003,2023-12-21T02:00:00,2023-12-22T14:00:00,Delivered
SHP008769,HUB007,HUB014,CAR009,2023-03-28T10:00:00,2023-03-29T18:00:00,Delivered
SHP008770,HUB012,HUB013,CAR003,2023-07-12T14:00:00,2023-07-14T22:00:00,Delivered
SHP008771,HUB010,HUB007,CAR003,2023-03-09T05:00:00,2023-03-13T03:00:00,Delivered
SHP008772,HUB001,HUB007,,2023-04-18T05:00:00,2023-04-19T21:00:00,Delayed
SHP008773,HUB001,HUB002,CAR005,2023-07-01T06:00:00,2023-07-03T20:00:00,Delivered
SHP008774,HUB016,HUB005,CAR009,2023-02-06T15:00:00,2023-02-08T10:00:00,Delivered
SHP008775,HUB015,HUB006,CAR001,2023-05-16T17:00:00,2023-05-21T11:00:00,Delivered
SHP008776,HUB005,HUB019,CAR003,2023-06-22T21:00:00,2023-06-25T20:00:00,Delivered
SHP008777,HUB016,HUB012,CAR010,2023-07-18T11:00:00,2023-07-21T10:00:00,Delivered
SHP008778,HUB019,HUB009,CAR002,2023-05-02T00:00:00,2023-05-03T00:00:00,Delivered
SHP008779,HUB002,HUB015,CAR003,2023-04-23T10:00:00,2023-04-27T15:00:00,Delivered
SHP008780,HUB006,HUB010,CAR005,2023-07-17T21:00:00,2023-07-20T09:00:00,Delivered
SHP008781,HUB011,HUB014,CAR007,2023-01-06T05:00:00,2023-01-10T18:00:00,Delivered
SHP008782,HUB011,HUB003,CAR004,2023-01-31T18:00:00,2023-02-03T22:00:00,Delivered
SHP008783,HUB017,HUB011,CAR008,2023-11-03T21:00:00,2023-11-06T12:00:00,Cancelled
SHP008784,HUB010,HUB006,CAR007,2023-06-14T21:00:00,2023-06-17T08:00:00,Delivered
SHP008785,HUB016,HUB012,CAR005,2023-11-13T09:00:00,2023-11-14T19:00:00,Delivered
SHP008786,HUB001,HUB007,CAR003,2023-03-22T23:00:00,2023-03-27T03:00:00,Delivered
SHP008787,HUB018,HUB015,CAR007,2023-09-21T02:00:00,,Delivered
SHP008788,HUB017,HUB004,CAR005,2023-11-01T01:00:00,2023-11-04T20:00:00,Delivered
SHP008789,HUB009,HUB019,CAR001,2023-01-31T09:00:00,2023-02-05T06:00:00,Delivered
SHP008790,HUB002,HUB018,CAR001,2023-03-21T12:00:00,2023-03-25T03:00:00,Delayed
SHP008791,HUB020,HUB008,CAR005,2023-03-09T15:00:00,2023-03-12T01:00:00,In Transit
SHP008792,HUB006,HUB007,CAR009,2023-02-02T11:00:00,2023-02-05T06:00:00,Delivered
SHP008793,HUB020,HUB008,CAR008,2023-03-13T18:00:00,2023-03-17T22:00:00,Delivered
SHP008794,HUB005,HUB002,CAR005,2023-04-16T01:00:00,2023-04-17T13:00:00,Delivered
SHP008795,HUB016,HUB012,CAR010,2023-11-04T20:00:00,2023-11-09T18:00:00,Delivered
SHP008796,HUB010,HUB014,CAR009,2023-07-05T16:00:00,2023-07-08T11:00:00,Delivered
SHP008797,HUB011,HUB017,CAR006,2023-11-02T18:00:00,2023-11-06T06:00:00,Delivered
SHP008798,HUB019,HUB003,CAR009,2023-09-28T20:00:00,2023-10-03T07:00:00,Delivered
SHP008799,HUB009,HUB015,CAR006,2023-03-30T18:00:00,2023-04-01T04:00:00,Delayed
SHP008800,HUB002,HUB013,,2023-04-12T01:00:00,2023-04-15T09:00:00,Delivered
SHP008801,HUB011,HUB009,CAR003,2023-07-24T00:00:00,2023-07-25T18:00:00,Delayed
SHP008802,HUB008,HUB018,CAR005,2023-11-11T12:00:00,2023-11-13T07:00:00,Delayed
SHP008803,HUB018,HUB010,CAR009,2023-07-06T01:00:00,2023-07-09T09:00:00,Delivered
SHP008804,HUB006,HUB009,CAR006,2023-06-12T23:00:00,2023-06-14T02:00:00,Delivered
SHP008805,HUB004,HUB002,CAR007,2023-03-08T01:00:00,,Delayed
SHP008806,HUB002,HUB010,CAR002,2023-03-15T11:00:00,2023-03-19T04:00:00,In Transit
SHP008807,HUB020,HUB013,CAR001,2023-03-11T20:00:00,2023-03-13T16:00:00,Delivered
SHP008808,HUB004,HUB019,CAR009,2023-06-16T10:00:00,2023-06-18T06:00:00,Delivered
SHP008809,HUB016,HUB002,CAR003,2023-07-12T03:00:00,2023-07-13T19:00:00,Delivered
SHP008810,HUB013,HUB001,CAR005,2023-01-24T05:00:00,2023-01-27T14:00:00,Delivered
SHP008811,HUB004,HUB001,CAR001,2023-09-21T21:00:00,2023-09-24T07:00:00,In Transit
SHP008812,HUB002,HUB001,CAR004,2023-07-06T21:00:00,2023-07-08T11:00:00,Delayed
SHP008813,HUB020,HUB007,CAR005,2023-06-11T15:00:00,2023-06-14T16:00:00,In Transit
SHP008814,HUB019,HUB015,CAR010,2023-03-21T12:00:00,2023-03-26T05:00:00,Delayed
SHP008815,HUB003,HUB015,CAR005,2023-07-19T12:00:00,2023-07-22T14:00:00,Delivered
SHP008816,HUB003,HUB018,CAR009,2023-03-11T19:00:00,2023-03-15T03:00:00,Delivered
SHP008817,HUB005,HUB011,CAR006,2023-09-24T20:00:00,2023-09-27T10:00:00,Delivered
SHP008818,HUB014,HUB008,CAR006,2023-08-14T10:00:00,2023-08-16T23:00:00,Delivered
SHP008819,HUB012,HUB009,CAR002,2023-07-31T17:00:00,2023-08-02T18:00:00,Delayed
SHP008820,HUB010,HUB016,CAR003,2023-12-02T07:00:00,2023-12-06T01:00:00,Delivered
SHP008821,HUB011,HUB010,CAR005,2023-01-05T05:00:00,2023-01-08T19:00:00,In Transit
SHP008822,HUB006,HUB010,CAR004,2023-03-21T00:00:00,2023-03-25T22:00:00,Delivered
SHP008823,HUB016,HUB001,CAR005,2023-11-29T04:00:00,2023-12-02T05:00:00,In Transit
SHP008824,HUB008,HUB014,CAR008,2023-08-01T06:00:00,2023-08-03T21:00:00,Delivered
SHP008825,HUB005,HUB012,CAR009,2023-01-04T06:00:00,2023-01-08T23:00:00,Delivered
SHP008826,HUB006,HUB017,CAR010,2023-07-23T16:00:00,2023-07-26T11:00:00,Delivered
SHP008827,HUB003,HUB004,CAR008,2023-09-08T23:00:00,2023-09-12T21:00:00,Delayed
SHP008828,HUB011,HUB020,CAR004,2023-11-06T00:00:00,2023-11-08T07:00:00,Delivered
SHP008829,HUB001,HUB007,CAR002,2023-06-04T18:00:00,2023-06-06T17:00:00,Delayed
SHP008830,HUB017,HUB007,CAR005,2023-01-01T03:00:00,2023-01-02T05:00:00,Delivered
SHP008831,HUB004,HUB002,CAR010,2023-10-07T10:00:00,2023-10-11T12:00:00,Delivered
SHP008832,HUB009,HUB007,CAR009,2023-11-22T04:00:00,2023-11-26T11:00:00,Delivered
SHP008833,HUB009,HUB003,CAR002,2023-09-20T15:00:00,2023-09-22T09:00:00,Delivered
SHP008834,HUB003,HUB016,CAR006,2023-08-10T02:00:00,2023-08-12T02:00:00,Delivered
SHP008835,HUB013,HUB012,CAR006,2023-06-05T19:00:00,2023-06-10T10:00:00,Delivered
SHP008836,HUB018,HUB011,CAR006,2023-09-10T12:00:00,2023-09-12T18:00:00,Delivered
SHP008837,HUB004,HUB015,CAR005,2023-01-15T20:00:00,2023-01-17T18:00:00,Delivered
SHP008838,HUB002,HUB010,CAR006,2023-12-21T14:00:00,2023-12-24T01:00:00,Delivered
SHP008839,HUB001,HUB009,CAR008,2023-09-03T18:00:00,2023-09-08T18:00:00,Delivered
SHP008840,HUB003,HUB017,CAR001,2023-03-08T15:00:00,2023-03-12T02:00:00,In Transit
SHP008841,HUB015,HUB018,CAR009,2023-12-02T15:00:00,2023-12-07T11:00:00,Delivered
SHP008842,HUB013,HUB011,CAR001,2023-01-25T20:00:00,2023-01-27T22:00:00,Delivered
SHP008843,HUB017,HUB008,CAR007,2023-08-04T05:00:00,2023-08-06T21:00:00,Delivered
SHP008844,HUB005,HUB008,CAR010,2023-06-18T06:00:00,2023-06-19T06:00:00,Delivered
SHP008845,HUB007,HUB020,CAR004,2023-02-24T10:00:00,2023-02-28T14:00:00,Delayed
SHP008846,HUB003,HUB019,CAR006,2023-01-22T20:00:00,2023-01-26T09:00:00,In Transit
SHP008847,HUB004,HUB002,CAR009,2023-10-24T03:00:00,2023-10-28T02:00:00,Delivered
SHP008848,HUB011,HUB002,CAR001,2023-01-26T07:00:00,2023-01-30T02:00:00,Delivered
SHP008849,HUB008,HUB005,CAR001,2023-04-29T12:00:00,2023-04-30T14:00:00,Delivered
SHP008850,HUB013,HUB003,CAR003,2023-07-25T18:00:00,2023-07-26T18:00:00,Delivered
SHP008851,HUB020,HUB008,CAR005,,2023-06-03T18:00:00,Delivered
SHP008852,HUB007,HUB003,CAR010,2023-05-04T14:00:00,2023-05-08T16:00:00,Delayed
SHP008853,HUB002,HUB010,CAR005,2023-07-26T00:00:00,2023-07-27T00:00:00,Delivered
SHP008854,HUB009,HUB020,CAR003,2023-04-21T10:00:00,2023-04-25T17:00:00,Delivered
SHP008855,HUB007,HUB002,CAR005,2023-10-23T18:00:00,2023-10-27T08:00:00,Delivered
SHP008856,HUB010,HUB009,CAR004,2023-01-02T03:00:00,2023-01-03T16:00:00,Delayed
SHP008857,HUB012,HUB004,CAR003,2023-12-18T02:00:00,2023-12-19T09:00:00,Delivered
SHP008858,HUB010,HUB006,CAR004,2023-08-07T11:00:00,2023-08-12T00:00:00,Delivered
SHP008859,HUB020,HUB004,CAR003,2023-11-22T17:00:00,2023-11-24T15:00:00,Delivered
SHP008860,HUB009,HUB018,CAR006,2023-11-14T12:00:00,2023-11-16T02:00:00,Delivered
SHP008861,HUB018,HUB011,CAR005,2023-08-14T07:00:00,2023-08-18T14:00:00,In Transit
SHP008862,HUB014,HUB004,CAR003,2023-08-29T19:00:00,2023-08-31T13:00:00,Delivered
SHP008863,HUB003,HUB012,CAR001,2023-08-18T03:00:00,2023-08-21T08:00:00,Delivered
SHP008864,HUB004,HUB017,CAR002,2023-02-13T08:00:00,2023-02-16T08:00:00,In Transit
SHP008865,HUB011,HUB017,CAR001,2023-06-19T11:00:00,2023-06-22T20:00:00,Delayed
SHP008866,HUB001,HUB006,CAR008,2023-12-31T12:00:00,2024-01-03T21:00:00,Delivered
SHP008867,HUB005,HUB010,CAR005,2023-01-05T08:00:00,2023-01-07T02:00:00,Delayed
SHP008868,HUB002,HUB012,CAR005,2023-02-11T01:00:00,2023-02-14T18:00:00,Delayed
SHP008869,HUB020,HUB014,CAR008,2023-07-20T09:00:00,2023-07-22T02:00:00,Delivered
SHP008870,HUB007,HUB006,CAR006,2023-08-01T05:00:00,2023-08-02T15:00:00,Delayed
SHP008871,HUB010,HUB001,CAR006,2023-07-08T03:00:00,2023-07-11T10:00:00,In Transit
SHP008872,HUB005,HUB003,CAR007,2023-03-05T21:00:00,2023-03-09T02:00:00,Delivered
SHP008873,HUB003,HUB016,CAR005,2023-07-22T08:00:00,2023-07-26T06:00:00,Delivered
SHP008874,HUB019,HUB011,CAR003,2023-01-31T15:00:00,2023-02-03T10:00:00,Delivered
SHP008875,HUB009,HUB019,CAR004,2023-12-10T14:00:00,2023-12-12T00:00:00,Delayed
SHP008876,HUB007,HUB004,CAR008,2023-05-23T16:00:00,2023-05-25T05:00:00,In Transit
SHP008877,HUB005,HUB004,CAR009,2023-04-03T14:00:00,2023-04-05T09:00:00,Delivered
SHP008878,HUB016,HUB011,CAR004,2023-11-27T03:00:00,2023-11-30T16:00:00,Delayed
